month,specialty,appointment_type,appointments_attended,appointments_attended_routine,appointments_attended_urgent,appointments_attended_2_week_wait,dna,appointments_for_removals,removals
31/12/2023,Vascular Surgery,Non-RTT,34,27,7,0,4,47,30
31/03/2024,Colorectal Surgery,Non-RTT,164,55,40,69,8,138,77
31/08/2024,Cardiology,Non-RTT,260,222,38,0,27,75,59
31/08/2024,General Surgery,RTT Follow-up,440,364,70,6,40,296,165
30/06/2022,Urology,RTT Follow-up,305,130,36,139,18,180,120
30/09/2022,Breast Surgery,RTT First,539,7,5,527,20,495,488
30/09/2023,Paediatric ENT,Non-RTT,145,110,35,0,43,124,87
30/06/2023,Colorectal Surgery,RTT Follow-up,699,62,73,564,6,539,418
28/02/2023,General Medicine,RTT Follow-up,135,90,42,3,0,64,59
30/06/2023,Clinical Haematology,Non-RTT,775,479,125,171,90,229,55
31/05/2023,Paediatrics,Non-RTT,245,210,35,0,45,145,101
30/04/2023,Respiratory,Non-RTT,434,319,91,24,43,296,124
30/11/2024,Paediatric ENT,RTT Follow-up,249,195,54,0,17,104,71
31/08/2022,Neurology,RTT Follow-up,20,8,6,6,5,23,20
31/03/2023,Breast Surgery,RTT Follow-up,47,15,8,24,2,46,20
31/07/2022,Paediatrics,RTT First,357,299,58,0,33,349,346
30/04/2023,Paediatric ENT,RTT First,326,244,82,0,41,204,204
31/07/2023,Paediatrics,RTT Follow-up,20,14,6,0,3,16,15
31/10/2024,Gynaecology,RTT Follow-up,911,417,230,264,49,638,391
31/12/2022,General Medicine,Non-RTT,154,149,5,0,0,239,86
30/06/2023,Trauma & Orthopaedics,RTT Follow-up,756,672,84,0,71,539,299
30/04/2024,Dermatology,Non-RTT,1109,789,191,129,125,458,225
30/11/2023,Neurology,Non-RTT,619,485,117,17,107,190,124
30/11/2023,Paediatric ENT,RTT Follow-up,206,166,38,2,5,126,67
31/12/2022,Cardiology,RTT Follow-up,88,34,54,0,14,78,60
30/09/2023,Vascular Surgery,RTT Follow-up,109,89,20,0,9,96,69
31/01/2024,Respiratory,RTT Follow-up,116,79,27,10,15,54,48
31/07/2024,Paediatrics,RTT Follow-up,16,14,2,0,0,16,13
29/02/2024,General Medicine,RTT Follow-up,131,50,80,1,0,70,38
30/06/2023,Respiratory,RTT Follow-up,129,80,35,14,9,54,45
30/04/2024,Colorectal Surgery,RTT First,682,101,101,480,24,889,521
28/02/2023,Vascular Surgery,RTT First,134,117,17,0,24,75,71
30/09/2024,Respiratory,Non-RTT,549,418,110,21,98,132,85
30/09/2024,Trauma & Orthopaedics,Non-RTT,718,649,69,0,156,531,272
30/04/2023,Trauma & Orthopaedics,Non-RTT,614,571,43,0,159,816,313
30/04/2024,Urology,RTT Follow-up,353,137,59,157,40,167,106
31/05/2024,Clinical Haematology,Non-RTT,821,466,157,198,63,243,89
30/04/2023,Gastroenterology,RTT First,393,345,41,7,46,313,259
30/06/2024,Rheumatology,RTT Follow-up,204,173,31,0,8,81,70
31/08/2024,Gastroenterology,Non-RTT,416,348,59,9,81,105,84
28/02/2023,Urology,Non-RTT,444,252,49,143,80,369,133
31/01/2024,Trauma & Orthopaedics,RTT Follow-up,751,667,83,1,65,502,251
31/10/2023,Gynaecology,RTT Follow-up,819,410,162,247,67,648,369
30/06/2023,Neurology,RTT First,287,186,81,20,44,229,226
31/07/2022,Cardiology,RTT Follow-up,155,28,127,0,11,102,87
31/03/2023,ENT,RTT First,1094,674,134,286,103,1110,1057
31/10/2022,Colorectal Surgery,Non-RTT,150,59,23,68,9,75,52
30/06/2023,Rheumatology,RTT Follow-up,162,149,13,0,10,42,36
30/09/2024,Colorectal Surgery,Non-RTT,138,73,30,35,15,61,39
31/08/2023,Clinical Haematology,RTT First,128,60,30,38,16,110,103
31/03/2024,Paediatric ENT,Non-RTT,222,178,44,0,37,174,133
29/02/2024,General Surgery,RTT First,824,572,196,56,45,428,344
31/10/2022,Paediatric ENT,Non-RTT,158,130,28,0,41,122,54
31/08/2023,Dermatology,RTT Follow-up,511,164,109,238,15,447,320
31/10/2022,Vascular Surgery,RTT Follow-up,56,49,7,0,12,29,25
31/07/2024,Vascular Surgery,RTT First,89,74,15,0,9,122,121
30/04/2023,Colorectal Surgery,Non-RTT,132,47,32,53,13,87,51
31/03/2023,Paediatric ENT,Non-RTT,144,109,33,2,46,112,70
30/11/2022,Paediatric ENT,RTT First,329,269,58,2,35,221,217
31/03/2023,Gastroenterology,Non-RTT,844,706,122,16,109,373,173
30/06/2024,Trauma & Orthopaedics,RTT Follow-up,762,679,83,0,68,482,243
30/04/2024,Respiratory,Non-RTT,462,344,103,15,84,196,117
31/10/2023,ENT,RTT Follow-up,876,467,116,293,77,749,384
30/11/2022,Rheumatology,Non-RTT,680,488,192,0,90,463,136
30/06/2023,Gynaecology,RTT Follow-up,839,357,256,226,61,694,420
30/09/2024,Urology,RTT Follow-up,324,142,69,113,19,166,100
31/07/2024,Neurology,RTT First,272,177,73,22,91,235,232
30/06/2024,Vascular Surgery,Non-RTT,50,42,8,0,11,5,5
31/12/2022,General Surgery,Non-RTT,178,142,30,6,32,89,44
31/05/2024,Respiratory,RTT Follow-up,87,61,20,6,11,115,88
30/06/2024,Paediatrics,Non-RTT,261,223,38,0,34,120,95
30/11/2023,ENT,Non-RTT,756,540,132,84,165,846,465
31/01/2024,Gynaecology,RTT First,1240,622,381,237,105,1257,1197
28/02/2023,Rheumatology,RTT First,461,416,45,0,143,266,261
31/12/2022,Cardiology,Non-RTT,234,205,29,0,35,201,88
30/06/2024,General Surgery,RTT Follow-up,456,364,87,5,31,281,166
30/04/2023,Rheumatology,RTT First,295,263,32,0,66,201,198
28/02/2023,Trauma & Orthopaedics,RTT First,856,779,77,0,106,798,734
31/08/2022,Colorectal Surgery,RTT First,831,245,71,515,25,986,574
31/10/2023,Neurology,Non-RTT,597,455,132,10,127,148,106
30/04/2023,Trauma & Orthopaedics,RTT First,550,494,56,0,79,633,598
31/08/2024,Urology,RTT First,384,126,129,129,28,329,255
31/05/2023,General Medicine,Non-RTT,83,82,0,1,2,200,72
31/03/2024,Respiratory,Non-RTT,471,376,81,14,71,204,114
31/05/2023,Colorectal Surgery,RTT Follow-up,645,58,81,506,6,482,392
31/05/2024,Gynaecology,RTT Follow-up,710,350,193,167,57,576,345
30/04/2024,Cardiology,RTT Follow-up,46,33,13,0,2,56,47
31/01/2023,Respiratory,RTT Follow-up,107,85,16,6,3,45,33
30/06/2023,Gastroenterology,RTT First,502,464,20,18,57,433,359
31/07/2023,Colorectal Surgery,RTT Follow-up,638,60,69,509,9,526,398
31/07/2023,General Medicine,RTT Follow-up,99,49,41,9,0,89,64
30/09/2024,Paediatric ENT,RTT First,328,244,84,0,40,315,312
29/02/2024,Clinical Haematology,RTT First,119,54,25,40,17,120,117
31/03/2024,General Surgery,RTT First,821,484,282,55,47,446,359
31/03/2023,Diabetes,RTT Follow-up,47,39,8,0,9,15,7
30/09/2024,Gynaecology,RTT First,1386,893,150,343,112,1323,1268
30/04/2023,Cardiology,RTT First,408,272,136,0,51,385,361
30/06/2023,Vascular Surgery,RTT First,186,160,26,0,23,142,137
29/02/2024,General Surgery,Non-RTT,208,184,18,6,45,150,92
31/10/2023,Vascular Surgery,RTT Follow-up,81,70,11,0,5,82,66
30/06/2024,Gastroenterology,Non-RTT,554,449,90,15,84,121,82
31/07/2022,Breast Surgery,RTT Follow-up,47,15,14,18,7,37,19
30/04/2024,ENT,RTT First,1173,723,194,256,78,1179,1150
31/03/2024,Cardiology,RTT First,412,257,155,0,63,367,346
30/04/2024,Gastroenterology,Non-RTT,528,441,71,16,89,197,133
31/08/2022,Dermatology,Non-RTT,1175,791,178,206,128,1194,299
31/05/2024,Breast Surgery,RTT First,473,5,7,461,6,502,497
30/11/2022,Paediatric ENT,RTT Follow-up,153,110,36,7,11,59,33
31/10/2023,Cardiology,RTT Follow-up,104,47,57,0,7,85,73
31/05/2024,Neurology,RTT First,222,143,54,25,31,214,212
31/10/2023,Breast Surgery,Non-RTT,105,50,23,32,10,48,26
30/09/2023,ENT,Non-RTT,604,391,101,112,115,666,371
30/04/2024,Vascular Surgery,Non-RTT,36,28,8,0,10,7,7
30/09/2024,General Medicine,RTT First,273,138,83,52,1,308,273
30/11/2023,Dermatology,RTT First,1038,177,39,822,84,995,987
31/08/2023,General Surgery,Non-RTT,204,171,30,3,43,128,74
31/07/2022,Paediatrics,RTT Follow-up,27,22,5,0,5,14,14
31/08/2024,ENT,Non-RTT,650,453,116,81,149,424,307
30/09/2023,General Medicine,RTT Follow-up,174,86,82,6,0,144,99
30/11/2024,Trauma & Orthopaedics,RTT Follow-up,899,800,99,0,50,530,249
31/10/2022,Rheumatology,Non-RTT,628,479,149,0,72,353,102
30/06/2022,Dermatology,RTT First,938,313,44,581,66,866,866
29/02/2024,General Medicine,RTT First,155,49,51,55,2,241,199
30/11/2024,Clinical Haematology,RTT First,125,60,12,53,9,86,86
31/03/2024,Gynaecology,RTT Follow-up,650,313,146,191,54,561,325
30/06/2023,General Surgery,RTT First,733,485,244,4,52,419,318
31/08/2023,Rheumatology,Non-RTT,659,487,172,0,86,293,106
30/09/2022,Paediatrics,RTT Follow-up,20,17,3,0,2,20,16
30/09/2022,Colorectal Surgery,Non-RTT,157,46,34,77,11,103,55
30/11/2022,Clinical Haematology,RTT Follow-up,99,54,22,23,9,64,45
31/07/2022,Diabetes,RTT Follow-up,33,26,7,0,7,12,9
30/04/2024,General Surgery,RTT Follow-up,468,372,89,7,45,278,165
31/07/2023,Paediatric ENT,RTT Follow-up,138,110,24,4,8,62,36
31/05/2023,Clinical Haematology,Non-RTT,867,516,138,213,79,254,58
29/02/2024,Rheumatology,RTT Follow-up,197,172,25,0,5,59,57
31/12/2023,Paediatrics,Non-RTT,190,157,33,0,48,127,88
31/03/2023,Gastroenterology,RTT Follow-up,275,229,33,13,15,143,122
31/10/2022,Urology,RTT Follow-up,291,89,29,173,21,187,124
30/11/2024,Dermatology,RTT Follow-up,490,210,115,165,23,510,370
31/12/2022,Dermatology,RTT Follow-up,365,128,97,140,13,296,204
30/11/2024,Urology,RTT Follow-up,339,127,81,131,45,195,119
30/06/2023,Cardiology,RTT First,567,294,273,0,75,515,488
31/01/2024,Urology,Non-RTT,511,266,87,158,104,227,133
31/08/2022,Paediatric ENT,RTT First,239,177,59,3,21,128,127
29/02/2024,Paediatric ENT,RTT First,221,189,31,1,10,213,212
31/12/2022,Rheumatology,Non-RTT,647,479,168,0,76,358,107
31/01/2023,Gynaecology,RTT Follow-up,981,484,195,302,99,685,394
31/07/2024,Diabetes,RTT First,143,110,33,0,34,120,119
31/10/2024,Rheumatology,RTT First,457,373,84,0,55,305,302
31/05/2024,Diabetes,RTT First,116,93,23,0,26,65,65
31/01/2023,Vascular Surgery,RTT First,117,87,30,0,11,99,95
31/01/2024,Paediatric ENT,RTT First,300,245,52,3,57,255,255
30/06/2022,ENT,RTT Follow-up,687,397,58,232,41,549,349
31/10/2022,Dermatology,RTT Follow-up,412,123,142,147,13,330,237
31/12/2023,Diabetes,RTT Follow-up,67,51,16,0,7,9,7
31/12/2022,Vascular Surgery,Non-RTT,27,20,7,0,5,22,16
31/10/2023,Gastroenterology,Non-RTT,816,678,121,17,101,406,220
31/07/2023,Clinical Haematology,Non-RTT,707,411,125,171,69,275,58
31/12/2022,Trauma & Orthopaedics,RTT Follow-up,610,549,61,0,91,415,226
31/10/2022,Paediatric ENT,RTT First,237,175,59,3,22,144,142
31/03/2023,Neurology,Non-RTT,558,444,93,21,110,275,148
30/06/2024,Breast Surgery,Non-RTT,78,43,13,22,8,63,27
30/06/2023,Respiratory,Non-RTT,644,490,125,29,57,316,142
31/12/2022,ENT,RTT First,682,356,101,225,67,749,679
30/11/2022,Colorectal Surgery,Non-RTT,179,58,39,82,11,104,60
30/04/2024,Rheumatology,RTT Follow-up,241,214,27,0,13,68,63
31/08/2023,Breast Surgery,Non-RTT,115,61,16,38,14,57,23
30/11/2022,General Medicine,Non-RTT,113,105,3,5,0,340,109
31/08/2022,Urology,RTT Follow-up,310,137,39,134,21,184,118
31/03/2023,Paediatrics,RTT Follow-up,17,12,5,0,3,20,16
31/10/2024,Trauma & Orthopaedics,RTT First,755,662,93,0,45,745,674
31/01/2024,Dermatology,Non-RTT,1298,892,175,231,221,544,257
31/03/2024,Gastroenterology,RTT First,518,292,197,29,44,357,303
31/07/2023,Respiratory,RTT First,429,260,78,91,27,309,255
28/02/2023,Dermatology,RTT First,1010,209,28,773,102,854,851
31/07/2024,Respiratory,RTT Follow-up,116,81,29,6,16,107,69
29/02/2024,Trauma & Orthopaedics,Non-RTT,568,514,54,0,105,743,307
30/04/2023,General Surgery,RTT First,523,342,169,12,27,251,193
31/08/2023,Cardiology,RTT Follow-up,91,37,54,0,8,85,73
31/12/2023,Neurology,RTT Follow-up,24,12,7,5,3,32,27
31/05/2023,Respiratory,RTT First,446,262,82,102,42,327,286
30/09/2023,Clinical Haematology,RTT Follow-up,101,51,15,35,14,79,50
30/06/2022,Urology,RTT First,282,107,43,132,12,289,287
31/05/2023,Neurology,RTT Follow-up,54,31,18,5,6,36,33
31/08/2023,Rheumatology,RTT Follow-up,118,111,7,0,10,42,39
31/10/2023,Cardiology,Non-RTT,356,307,49,0,42,227,140
30/06/2022,Trauma & Orthopaedics,RTT First,653,574,79,0,76,589,556
30/06/2024,Neurology,Non-RTT,565,440,116,9,83,51,45
30/11/2024,Rheumatology,Non-RTT,993,697,296,0,53,27,23
30/04/2024,General Surgery,Non-RTT,234,202,27,5,44,103,68
30/06/2024,Diabetes,Non-RTT,455,400,55,0,113,101,49
30/06/2024,Gastroenterology,RTT Follow-up,101,78,19,4,11,75,65
30/09/2024,Dermatology,Non-RTT,1152,825,197,130,180,339,181
31/10/2023,Paediatrics,Non-RTT,271,214,56,1,54,171,119
31/10/2023,Vascular Surgery,Non-RTT,15,14,1,0,8,29,20
31/03/2023,Diabetes,Non-RTT,451,403,48,0,146,358,97
31/08/2022,Urology,Non-RTT,490,284,63,143,77,203,77
30/09/2022,Paediatric ENT,Non-RTT,143,113,29,1,44,88,51
30/06/2023,Breast Surgery,RTT First,463,3,8,452,11,501,498
29/02/2024,Trauma & Orthopaedics,RTT Follow-up,730,646,84,0,71,454,241
31/01/2023,Gynaecology,Non-RTT,812,505,192,115,194,619,342
30/11/2022,Clinical Haematology,Non-RTT,980,590,154,236,109,363,87
31/07/2022,Neurology,RTT Follow-up,27,17,5,5,5,22,21
31/10/2023,Breast Surgery,RTT Follow-up,75,22,15,38,13,82,42
31/07/2022,Neurology,Non-RTT,469,381,72,16,82,184,83
31/07/2023,General Medicine,Non-RTT,109,107,2,0,1,172,65
30/06/2024,Vascular Surgery,RTT Follow-up,130,107,23,0,16,96,84
31/07/2022,Gastroenterology,RTT Follow-up,156,118,27,11,13,95,73
31/12/2022,Trauma & Orthopaedics,Non-RTT,645,601,44,0,184,908,340
30/04/2024,Breast Surgery,Non-RTT,121,64,16,41,19,36,17
31/10/2024,Dermatology,RTT First,1107,210,49,848,60,884,880
31/07/2024,Urology,Non-RTT,567,285,114,168,103,118,66
31/08/2023,Cardiology,Non-RTT,297,234,63,0,30,226,138
31/10/2023,ENT,RTT First,1108,756,153,199,185,989,952
28/02/2023,ENT,RTT Follow-up,817,500,99,218,54,705,415
31/08/2022,Gynaecology,RTT First,1146,678,195,273,102,986,921
29/02/2024,Dermatology,RTT Follow-up,641,237,84,320,21,542,398
31/10/2022,General Medicine,RTT First,98,82,1,15,1,234,203
30/09/2022,Diabetes,RTT Follow-up,45,42,3,0,9,5,5
31/03/2024,Vascular Surgery,RTT First,83,64,19,0,11,109,105
31/03/2024,Gynaecology,Non-RTT,526,325,117,84,109,388,257
31/08/2023,Trauma & Orthopaedics,RTT Follow-up,637,559,78,0,94,385,205
31/12/2023,Diabetes,Non-RTT,409,362,47,0,95,152,55
30/11/2022,Colorectal Surgery,RTT Follow-up,802,69,104,629,6,656,529
31/10/2022,Gynaecology,RTT First,922,488,192,242,67,817,769
30/11/2024,Trauma & Orthopaedics,Non-RTT,834,777,57,0,120,283,141
31/05/2023,Paediatric ENT,Non-RTT,146,114,32,0,55,114,65
30/09/2024,Colorectal Surgery,RTT First,572,63,73,436,28,724,409
31/12/2023,Neurology,Non-RTT,474,362,98,14,94,141,99
31/05/2023,Colorectal Surgery,Non-RTT,142,53,36,53,14,102,51
31/12/2023,Gastroenterology,RTT Follow-up,155,130,17,8,5,107,68
30/06/2024,Breast Surgery,RTT Follow-up,70,25,11,34,2,55,38
31/03/2024,Breast Surgery,RTT First,496,7,5,484,13,531,528
31/01/2023,Breast Surgery,RTT First,679,7,5,667,25,552,549
30/09/2024,Urology,Non-RTT,555,316,86,153,94,108,54
30/09/2022,Neurology,RTT Follow-up,31,13,13,5,4,45,32
31/03/2023,Paediatrics,Non-RTT,252,203,49,0,31,189,123
30/09/2024,Clinical Haematology,RTT First,103,60,11,32,11,97,97
31/01/2023,Respiratory,Non-RTT,722,546,138,38,78,394,156
31/07/2022,Paediatrics,Non-RTT,261,221,40,0,63,270,155
31/05/2024,Paediatrics,RTT First,473,416,56,1,33,483,474
30/06/2023,Gynaecology,Non-RTT,562,317,130,115,115,568,299
31/10/2023,General Surgery,RTT Follow-up,433,328,72,33,62,260,156
31/08/2024,Dermatology,RTT First,1222,129,31,1062,33,1082,1079
31/07/2023,Clinical Haematology,RTT Follow-up,93,39,21,33,9,55,46
31/08/2024,ENT,RTT Follow-up,609,310,98,201,44,846,480
31/08/2023,General Surgery,RTT Follow-up,352,295,54,3,38,205,126
31/10/2022,Dermatology,Non-RTT,1106,704,162,240,156,911,301
31/12/2022,General Surgery,RTT Follow-up,221,189,29,3,32,138,91
31/10/2023,Gastroenterology,RTT Follow-up,244,211,18,15,8,126,112
31/12/2023,Breast Surgery,RTT Follow-up,51,15,17,19,7,56,33
30/11/2022,Respiratory,RTT First,525,340,114,71,40,306,248
30/11/2023,ENT,RTT Follow-up,1000,518,89,393,66,790,411
31/03/2023,Neurology,RTT Follow-up,43,27,11,5,9,36,32
30/06/2024,Cardiology,RTT Follow-up,34,24,10,0,2,100,97
31/01/2023,Cardiology,RTT First,402,230,172,0,55,370,334
30/09/2023,Urology,RTT First,340,109,77,154,30,310,267
31/05/2024,Vascular Surgery,RTT First,140,112,28,0,16,89,87
30/11/2022,Paediatric ENT,Non-RTT,170,135,34,1,48,177,89
30/06/2022,ENT,Non-RTT,517,369,88,60,97,621,367
31/05/2024,Gastroenterology,RTT First,549,320,195,34,43,410,347
30/04/2024,Cardiology,Non-RTT,293,244,49,0,42,171,124
31/10/2024,ENT,RTT Follow-up,901,489,154,258,69,826,497
30/11/2023,Trauma & Orthopaedics,RTT First,695,629,66,0,52,752,680
31/12/2022,Rheumatology,RTT Follow-up,141,127,14,0,3,31,28
31/10/2022,Trauma & Orthopaedics,Non-RTT,658,590,68,0,115,1086,373
31/08/2023,Vascular Surgery,Non-RTT,23,19,4,0,3,29,19
30/11/2024,General Medicine,RTT First,387,246,78,63,12,210,197
30/09/2022,Respiratory,RTT First,432,261,103,68,42,258,220
31/05/2024,Respiratory,Non-RTT,556,412,117,27,72,214,122
31/01/2024,Colorectal Surgery,RTT First,556,73,70,413,23,894,518
31/08/2023,ENT,RTT First,881,560,113,208,88,930,889
30/11/2024,Dermatology,Non-RTT,1273,922,203,148,144,117,83
31/07/2024,Paediatrics,RTT First,442,381,61,0,25,454,453
29/02/2024,Rheumatology,Non-RTT,875,641,234,0,68,280,107
30/04/2024,Trauma & Orthopaedics,RTT Follow-up,843,759,84,0,95,576,275
31/12/2023,Paediatrics,RTT Follow-up,19,13,6,0,4,19,15
31/07/2022,Diabetes,Non-RTT,406,369,37,0,101,141,45
31/05/2023,Diabetes,RTT Follow-up,93,64,29,0,11,20,19
31/01/2024,Urology,RTT Follow-up,260,89,61,110,24,188,115
31/07/2023,Paediatric ENT,Non-RTT,141,111,30,0,37,175,114
31/10/2022,Clinical Haematology,RTT First,170,90,34,46,24,130,129
30/11/2024,Paediatric ENT,RTT First,366,277,88,1,24,309,309
30/11/2023,Urology,RTT First,447,182,86,179,25,408,353
31/01/2023,Gastroenterology,RTT First,512,438,50,24,60,432,355
30/09/2022,Colorectal Surgery,RTT Follow-up,603,57,61,485,18,484,397
30/11/2022,General Medicine,RTT Follow-up,111,76,17,18,2,101,69
30/04/2024,General Surgery,RTT First,962,711,174,77,59,369,311
30/06/2023,General Surgery,RTT Follow-up,343,276,64,3,23,308,178
30/04/2023,Rheumatology,RTT Follow-up,95,86,9,0,9,37,31
29/02/2024,Respiratory,RTT First,507,345,87,75,73,312,270
31/01/2024,ENT,RTT Follow-up,1289,812,137,340,82,975,543
29/02/2024,Cardiology,RTT First,442,261,181,0,75,434,413
30/09/2024,Dermatology,RTT First,1225,218,47,960,65,1046,1042
31/01/2023,Colorectal Surgery,Non-RTT,183,71,58,54,14,83,42
31/10/2022,Trauma & Orthopaedics,RTT First,737,691,46,0,94,755,708
31/10/2023,Paediatrics,RTT First,382,325,56,1,42,377,372
31/01/2023,Paediatric ENT,Non-RTT,225,184,41,0,49,173,96
31/07/2023,Diabetes,RTT First,119,101,18,0,34,91,91
31/12/2022,General Medicine,RTT Follow-up,90,57,31,2,1,59,42
29/02/2024,General Medicine,Non-RTT,50,48,2,0,0,90,52
30/06/2024,Gynaecology,RTT Follow-up,575,266,156,153,57,495,289
31/03/2024,Colorectal Surgery,RTT Follow-up,669,58,102,509,7,538,422
30/04/2024,Clinical Haematology,RTT Follow-up,91,39,21,31,9,55,41
30/09/2022,Cardiology,RTT First,482,316,166,0,57,420,390
31/03/2024,Clinical Haematology,Non-RTT,816,476,159,181,90,193,76
28/02/2023,Cardiology,RTT Follow-up,140,78,62,0,7,110,84
31/05/2024,Clinical Haematology,RTT Follow-up,118,56,29,33,11,74,54
30/11/2024,Paediatric ENT,Non-RTT,290,228,62,0,87,5,5
31/03/2024,Vascular Surgery,Non-RTT,48,41,7,0,6,32,20
31/03/2024,Trauma & Orthopaedics,RTT Follow-up,773,686,87,0,74,541,256
31/12/2022,Gynaecology,Non-RTT,589,348,146,95,149,477,267
28/02/2023,Colorectal Surgery,RTT First,666,120,101,445,28,775,450
30/04/2023,Trauma & Orthopaedics,RTT Follow-up,549,489,60,0,71,381,209
29/02/2024,Rheumatology,RTT First,422,363,59,0,53,266,259
31/07/2022,Diabetes,RTT First,77,70,7,0,6,64,64
31/07/2023,Paediatric ENT,RTT First,373,318,53,2,45,251,251
30/09/2023,Trauma & Orthopaedics,RTT Follow-up,713,616,97,0,98,455,223
29/02/2024,Paediatric ENT,RTT Follow-up,366,317,44,5,17,189,96
30/06/2024,Diabetes,RTT First,122,97,25,0,28,86,86
31/05/2023,Breast Surgery,RTT First,554,5,9,540,14,508,506
30/11/2023,General Surgery,RTT Follow-up,518,388,101,29,41,330,189
31/05/2024,Breast Surgery,RTT Follow-up,65,29,8,28,7,50,40
31/08/2024,Colorectal Surgery,RTT First,507,77,69,361,23,655,390
30/04/2023,Dermatology,RTT Follow-up,321,144,60,117,6,231,172
31/12/2022,Breast Surgery,RTT First,486,6,3,477,25,437,435
31/07/2022,Urology,Non-RTT,427,265,41,121,68,201,82
31/08/2023,Gynaecology,RTT Follow-up,732,312,209,211,45,667,390
31/10/2024,Paediatrics,RTT Follow-up,27,23,4,0,0,11,11
31/07/2024,Paediatrics,Non-RTT,238,194,44,0,33,104,88
30/09/2023,Rheumatology,RTT Follow-up,105,97,8,0,8,46,39
30/09/2024,Respiratory,RTT First,479,365,67,47,60,318,275
31/05/2024,Gastroenterology,Non-RTT,605,506,83,16,98,204,136
30/06/2022,Breast Surgery,RTT Follow-up,47,13,19,15,5,22,13
30/04/2023,Clinical Haematology,RTT First,120,55,23,42,18,107,103
31/08/2022,Urology,RTT First,342,125,40,177,10,290,283
28/02/2023,Dermatology,Non-RTT,1438,952,206,280,187,693,253
31/01/2023,Clinical Haematology,RTT Follow-up,78,33,16,29,8,58,44
30/09/2023,Neurology,RTT First,283,188,78,17,48,260,258
30/04/2023,General Surgery,Non-RTT,143,117,20,6,20,83,49
31/10/2022,Respiratory,RTT First,460,303,79,78,31,260,219
30/04/2023,Neurology,RTT Follow-up,32,22,8,2,3,17,17
30/09/2024,ENT,Non-RTT,752,512,132,108,215,422,324
31/01/2023,Gastroenterology,Non-RTT,891,766,108,17,126,408,182
31/07/2022,ENT,RTT Follow-up,546,317,47,182,45,423,273
30/09/2023,Respiratory,RTT Follow-up,108,68,30,10,15,81,66
28/02/2023,Gastroenterology,RTT Follow-up,234,198,27,9,29,123,93
31/10/2022,Colorectal Surgery,RTT Follow-up,798,55,76,667,6,619,515
28/02/2023,Urology,RTT Follow-up,270,120,42,108,27,199,127
30/06/2022,Gynaecology,RTT First,1046,591,199,256,75,920,872
30/11/2023,Gastroenterology,Non-RTT,932,784,130,18,93,351,188
30/06/2024,Gastroenterology,RTT First,438,255,161,22,36,290,240
31/10/2022,Dermatology,RTT First,917,179,25,713,49,942,935
31/01/2024,Colorectal Surgery,Non-RTT,166,68,37,61,14,127,71
31/05/2024,General Medicine,RTT Follow-up,125,72,53,0,0,227,84
31/10/2023,ENT,Non-RTT,671,439,141,91,163,672,365
30/11/2024,General Surgery,RTT First,839,584,243,12,28,322,255
31/10/2024,Diabetes,Non-RTT,536,465,71,0,115,79,33
30/04/2023,Diabetes,Non-RTT,403,356,47,0,95,252,66
30/11/2022,Paediatrics,RTT First,399,326,72,1,28,406,399
30/06/2022,Diabetes,Non-RTT,458,425,33,0,96,233,50
30/09/2024,Neurology,RTT Follow-up,29,19,6,4,2,15,13
31/10/2022,Paediatric ENT,RTT Follow-up,113,95,17,1,9,42,31
30/11/2023,Clinical Haematology,RTT First,142,63,33,46,16,149,140
30/09/2022,Rheumatology,RTT First,414,369,45,0,71,245,242
30/06/2023,ENT,RTT First,1073,810,102,161,134,995,958
30/11/2022,Dermatology,RTT Follow-up,391,115,119,157,13,353,233
29/02/2024,Trauma & Orthopaedics,RTT First,519,460,59,0,30,619,553
30/04/2024,General Medicine,RTT Follow-up,117,77,40,0,2,163,63
31/08/2024,Gastroenterology,RTT Follow-up,84,63,16,5,14,89,69
30/04/2023,Paediatrics,RTT Follow-up,27,13,13,1,3,24,18
31/10/2022,Clinical Haematology,Non-RTT,856,527,115,214,102,422,107
31/03/2024,General Medicine,Non-RTT,134,127,7,0,4,177,121
30/09/2023,Vascular Surgery,Non-RTT,33,27,6,0,5,39,31
31/08/2023,Urology,RTT First,349,105,77,167,22,372,322
31/08/2024,Paediatric ENT,RTT First,313,236,77,0,20,328,327
31/10/2023,Breast Surgery,RTT First,554,8,6,540,15,684,675
30/04/2024,Vascular Surgery,RTT First,69,58,11,0,11,48,48
30/11/2022,Vascular Surgery,RTT First,153,122,31,0,15,81,79
30/06/2023,Colorectal Surgery,Non-RTT,158,55,56,47,13,79,54
31/08/2024,Dermatology,Non-RTT,1066,750,195,121,102,343,157
31/07/2023,Gastroenterology,RTT First,453,392,44,17,64,443,383
31/01/2023,Vascular Surgery,RTT Follow-up,100,88,12,0,11,82,66
31/05/2023,Clinical Haematology,RTT First,117,49,33,35,13,98,93
31/05/2023,General Surgery,RTT First,725,496,222,7,41,353,286
31/03/2023,Rheumatology,RTT First,467,395,72,0,95,322,319
31/10/2024,Clinical Haematology,RTT First,154,70,13,71,12,115,114
30/09/2022,Gastroenterology,RTT First,267,204,41,22,30,254,206
31/08/2024,Cardiology,RTT Follow-up,56,46,10,0,5,93,89
31/07/2022,General Surgery,RTT First,655,390,259,6,39,322,270
30/06/2024,Respiratory,Non-RTT,516,381,116,19,77,203,108
30/11/2022,Clinical Haematology,RTT First,166,84,34,48,20,145,142
